                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.61207,                0.36523,                 1.0228,                0.99521,                0.98525,                0.99405,                0.87595,                0.54041,                0.27434,                0.92978,             0.00023121,             0.00023121,             0.00023121
                     90,                0.60012,                0.36585,                 1.0146,                0.98939,                0.98907,                0.99388,                0.88015,                0.53749,                0.25522,                 0.9328,             0.00021471,             0.00021471,             0.00021471
                     91,                0.46904,                0.24724,                0.91365,                0.99419,                0.98383,                0.99425,                0.87772,                0.53907,                0.27422,                0.92838,             0.00019821,             0.00019821,             0.00019821
                     92,                0.46817,                0.24441,                0.90429,                0.99404,                0.98529,                 0.9945,                0.87977,                 0.5475,                0.25488,                0.93368,              0.0001817,              0.0001817,              0.0001817
                     93,                0.45983,                0.23858,                0.91107,                0.99019,                0.98765,                 0.9941,                0.88279,                 0.5366,                 0.2514,                0.92847,              0.0001652,              0.0001652,              0.0001652
                     94,                0.45545,                0.23338,                0.90149,                0.99854,                0.98415,                0.99434,                0.88592,                0.53644,                0.25192,                0.92934,              0.0001487,              0.0001487,              0.0001487
                     95,                0.45516,                0.23459,                0.90917,                0.99662,                0.98567,                0.99424,                0.88069,                0.53788,                0.25248,                0.92727,             0.00013219,             0.00013219,             0.00013219
                     96,                0.45318,                0.22835,                0.90554,                0.99284,                0.98635,                0.99461,                0.88564,                0.53871,                0.24825,                0.92556,             0.00011569,             0.00011569,             0.00011569
                     97,                0.44747,                0.22589,                0.89896,                 0.9877,                0.99191,                0.99432,                0.88654,                0.54162,                0.25177,                0.93274,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.44813,                0.22606,                0.90122,                0.99474,                0.98765,                0.99454,                0.88825,                0.53375,                0.24284,                0.92476,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.44405,                0.22132,                0.89129,                0.99421,                0.98481,                 0.9946,                0.88803,                0.53372,                0.24278,                0.92406,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.44276,                0.22013,                0.89749,                0.99069,                0.98986,                0.99453,                0.88944,                0.52995,                  0.238,                0.92224,             4.9677e-05,             4.9677e-05,             4.9677e-05
