                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.39681,                0.46629,                 1.0004,                0.81656,                0.69906,                0.76619,                0.67893,                0.51863,                0.91427,                 1.0877,               0.003796,               0.003796,               0.003796
                     97,                0.38493,                0.45883,                0.99806,                0.79633,                0.71335,                0.76637,                0.67923,                0.51896,                0.91771,                  1.088,                0.00373,                0.00373,                0.00373
                     98,                0.38321,                0.44847,                0.99962,                0.82259,                0.70043,                0.76744,                0.67917,                0.51907,                 0.9145,                 1.0864,               0.003664,               0.003664,               0.003664
                     99,                0.38646,                0.44819,                0.99838,                0.81218,                0.70767,                0.76753,                 0.6788,                0.51714,                0.91357,                 1.0865,               0.003598,               0.003598,               0.003598
                    100,                0.38527,                0.44406,                0.99403,                0.81766,                0.70243,                0.76672,                 0.6785,                0.51633,                0.91333,                 1.0847,               0.003532,               0.003532,               0.003532
                    101,                0.37589,                0.44472,                0.99209,                0.80978,                0.70329,                0.76562,                0.67898,                0.51491,                0.91492,                 1.0834,               0.003466,               0.003466,               0.003466
                    102,                0.37487,                0.43433,                0.99219,                0.81291,                0.69912,                0.76582,                0.67922,                0.51498,                0.91719,                 1.0845,                 0.0034,                 0.0034,                 0.0034
                    103,                0.37414,                0.42976,                0.98927,                0.79842,                0.70951,                0.76538,                0.67907,                0.51599,                0.91884,                 1.0853,               0.003334,               0.003334,               0.003334
                    104,                0.37926,                0.43939,                0.99072,                0.78837,                0.71826,                0.76428,                0.67842,                 0.5156,                0.92091,                 1.0845,               0.003268,               0.003268,               0.003268
                    105,                0.37401,                0.42324,                0.98898,                0.79279,                0.71434,                0.76381,                0.67814,                0.51335,                0.92351,                 1.0823,               0.003202,               0.003202,               0.003202
                    106,                0.37652,                0.43147,                0.98567,                0.79464,                0.71582,                0.76418,                0.67781,                0.51441,                0.92322,                 1.0844,               0.003136,               0.003136,               0.003136
                    107,                 0.3749,                0.42445,                0.98755,                0.78855,                0.71247,                0.76415,                0.67856,                0.51535,                 0.9257,                 1.0857,                0.00307,                0.00307,                0.00307
